; Derived from insns.dat, the table of instructions for the Netwide Assembler. See license

Basic Instructions
---------------------------------------------------------------------------------------------------------------
| Class      | Operands                | Code                        | Flags                      |
| FCOMP      | mem32                   | [m: d8 /3]                  | 8086,FPU                   |
| FCOMP      | mem64                   | [m: dc /3]                  | 8086,FPU                   |
| FCOMP      | fpureg                  | [r: d8 d8+r]                | 8086,FPU                   |
| FCOMP      | fpu0,fpureg             | [-r: d8 d8+r]               | 8086,FPU                   |
| FCOMP      | void                    | [d8 d9]                     | 8086,FPU,ND                |
| FCOMPP     | void                    | [de d9]                     | 8086,FPU                   |
| FCOS       | void                    | [d9 ff]                     | 386,FPU                    |
| FDECSTP    | void                    | [d9 f6]                     | 8086,FPU                   |
| FDISI      | void                    | [wait db e1]                | 8086,FPU                   |
| FDIV       | mem32                   | [m: d8 /6]                  | 8086,FPU                   |
| FDIV       | mem64                   | [m: dc /6]                  | 8086,FPU                   |
| FDIV       | fpureg^to               | [r: dc f8+r]                | 8086,FPU                   |
| FDIV       | fpureg                  | [r: d8 f0+r]                | 8086,FPU                   |
| FDIV       | fpureg,fpu0             | [r-: dc f8+r]               | 8086,FPU                   |
| FDIV       | fpu0,fpureg             | [-r: d8 f0+r]               | 8086,FPU                   |
| FDIV       | void                    | [de f9]                     | 8086,FPU,ND                |
| FDIVP      | fpureg                  | [r: de f8+r]                | 8086,FPU                   |
| FDIVP      | fpureg,fpu0             | [r-: de f8+r]               | 8086,FPU                   |
| FDIVP      | void                    | [de f9]                     | 8086,FPU,ND                |
| FDIVR      | mem32                   | [m: d8 /7]                  | 8086,FPU                   |
| FDIVR      | mem64                   | [m: dc /7]                  | 8086,FPU                   |
| FDIVR      | fpureg^to               | [r: dc f0+r]                | 8086,FPU                   |
| FDIVR      | fpureg,fpu0             | [r-: dc f0+r]               | 8086,FPU                   |
| FDIVR      | fpureg                  | [r: d8 f8+r]                | 8086,FPU                   |
| FDIVR      | fpu0,fpureg             | [-r: d8 f8+r]               | 8086,FPU                   |
| FDIVR      | void                    | [de f1]                     | 8086,FPU,ND                |
| FDIVRP     | fpureg                  | [r: de f0+r]                | 8086,FPU                   |
| FDIVRP     | fpureg,fpu0             | [r-: de f0+r]               | 8086,FPU                   |
| FDIVRP     | void                    | [de f1]                     | 8086,FPU,ND                |
| FEMMS      | void                    | [0f 0e]                     | PENT,3DNOW                 |
| FENI       | void                    | [wait db e0]                | 8086,FPU                   |
| FFREE      | fpureg                  | [r: dd c0+r]                | 8086,FPU                   |
| FFREE      | void                    | [dd c1]                     | 8086,FPU                   |
| FFREEP     | fpureg                  | [r: df c0+r]                | 286,FPU,UNDOC              |
| FFREEP     | void                    | [df c1]                     | 286,FPU,UNDOC              |
| FIADD      | mem32                   | [m: da /0]                  | 8086,FPU                   |
| FIADD      | mem16                   | [m: de /0]                  | 8086,FPU                   |
| FICOM      | mem32                   | [m: da /2]                  | 8086,FPU                   |
| FICOM      | mem16                   | [m: de /2]                  | 8086,FPU                   |
| FICOMP     | mem32                   | [m: da /3]                  | 8086,FPU                   |
| FICOMP     | mem16                   | [m: de /3]                  | 8086,FPU                   |
| FIDIV      | mem32                   | [m: da /6]                  | 8086,FPU                   |
| FIDIV      | mem16                   | [m: de /6]                  | 8086,FPU                   |
| FIDIVR     | mem32                   | [m: da /7]                  | 8086,FPU                   |
| FIDIVR     | mem16                   | [m: de /7]                  | 8086,FPU                   |
| FILD       | mem32                   | [m: db /0]                  | 8086,FPU                   |
| FILD       | mem16                   | [m: df /0]                  | 8086,FPU                   |
| FILD       | mem64                   | [m: df /5]                  | 8086,FPU                   |
| FIMUL      | mem32                   | [m: da /1]                  | 8086,FPU                   |
| FIMUL      | mem16                   | [m: de /1]                  | 8086,FPU                   |
| FINCSTP    | void                    | [d9 f7]                     | 8086,FPU                   |
| FINIT      | void                    | [wait db e3]                | 8086,FPU                   |
| FIST       | mem32                   | [m: db /2]                  | 8086,FPU                   |
| FIST       | mem16                   | [m: df /2]                  | 8086,FPU                   |
| FISTP      | mem32                   | [m: db /3]                  | 8086,FPU                   |
| FISTP      | mem16                   | [m: df /3]                  | 8086,FPU                   |
| FISTP      | mem64                   | [m: df /7]                  | 8086,FPU                   |
| FISTTP     | mem16                   | [m: df /1]                  | FPU                        |
| FISTTP     | mem32                   | [m: db /1]                  | FPU                        |
| FISTTP     | mem64                   | [m: dd /1]                  | FPU                        |
| FISUB      | mem32                   | [m: da /4]                  | 8086,FPU                   |
| FISUB      | mem16                   | [m: de /4]                  | 8086,FPU                   |
| FISUBR     | mem32                   | [m: da /5]                  | 8086,FPU                   |
| FISUBR     | mem16                   | [m: de /5]                  | 8086,FPU                   |
| FLD        | mem32                   | [m: d9 /0]                  | 8086,FPU                   |
| FLD        | mem64                   | [m: dd /0]                  | 8086,FPU                   |
| FLD        | mem80                   | [m: db /5]                  | 8086,FPU                   |
| FLD        | fpureg                  | [r: d9 c0+r]                | 8086,FPU                   |
| FLD        | void                    | [d9 c1]                     | 8086,FPU,ND                |
| FLD1       | void                    | [d9 e8]                     | 8086,FPU                   |
| FLDCW      | mem                     | [m: d9 /5]                  | 8086,FPU,SW                |
| FLDENV     | mem                     | [m: d9 /4]                  | 8086,FPU                   |
| FLDL2E     | void                    | [d9 ea]                     | 8086,FPU                   |
| FLDL2T     | void                    | [d9 e9]                     | 8086,FPU                   |
| FLDLG2     | void                    | [d9 ec]                     | 8086,FPU                   |
| FLDLN2     | void                    | [d9 ed]                     | 8086,FPU                   |
| FLDPI      | void                    | [d9 eb]                     | 8086,FPU                   |
| FLDZ       | void                    | [d9 ee]                     | 8086,FPU                   |
| FMUL       | mem32                   | [m: d8 /1]                  | 8086,FPU                   |
| FMUL       | mem64                   | [m: dc /1]                  | 8086,FPU                   |
| FMUL       | fpureg^to               | [r: dc c8+r]                | 8086,FPU                   |
| FMUL       | fpureg,fpu0             | [r-: dc c8+r]               | 8086,FPU                   |
| FMUL       | fpureg                  | [r: d8 c8+r]                | 8086,FPU                   |
| FMUL       | fpu0,fpureg             | [-r: d8 c8+r]               | 8086,FPU                   |
| FMUL       | void                    | [de c9]                     | 8086,FPU,ND                |
| FMULP      | fpureg                  | [r: de c8+r]                | 8086,FPU                   |
| FMULP      | fpureg,fpu0             | [r-: de c8+r]               | 8086,FPU                   |
| FMULP      | void                    | [de c9]                     | 8086,FPU,ND                |
| FNCLEX     | void                    | [db e2]                     | 8086,FPU                   |
| FNDISI     | void                    | [db e1]                     | 8086,FPU                   |
| FNENI      | void                    | [db e0]                     | 8086,FPU                   |
| FNINIT     | void                    | [db e3]                     | 8086,FPU                   |
| FNOP       | void                    | [d9 d0]                     | 8086,FPU                   |
| FNSAVE     | mem                     | [m: dd /6]                  | 8086,FPU                   |
| FNSTCW     | mem                     | [m: d9 /7]                  | 8086,FPU,SW                |
| FNSTENV    | mem                     | [m: d9 /6]                  | 8086,FPU                   |
| FNSTSW     | mem                     | [m: dd /7]                  | 8086,FPU,SW                |
| FNSTSW     | reg_ax                  | [-: df e0]                  | 286,FPU                    |
| FPATAN     | void                    | [d9 f3]                     | 8086,FPU                   |
| FPREM      | void                    | [d9 f8]                     | 8086,FPU                   |
| FPREM1     | void                    | [d9 f5]                     | 386,FPU                    |
| FPTAN      | void                    | [d9 f2]                     | 8086,FPU                   |
| FRNDINT    | void                    | [d9 fc]                     | 8086,FPU                   |
| FRSTOR     | mem                     | [m: dd /4]                  | 8086,FPU                   |
